Comment,Kind of offensive language
@anonymized_account Równie dobrze można gola stracić :),0
"@anonymized_account Chorwaci przerżną w końcówce dogrywki, wiadomo.",0
"@anonymized_account Nasze dzieci będą zdegustwani, był taki PiS, taki @anonymized_account , historia populizmu i głupoty w latach 2015-2019, margines",0
"@anonymized_account O, myślałam, że nikt już nie używa \""mnie\"" tylko \""mi\"".",0
@anonymized_account @anonymized_account @anonymized_account Na nowym stadionie West Hamu też to widziałem.,0
@anonymized_account @anonymized_account zawodnik w sezonie może grać w barwach dwóch klubów więc jeszcze nic straconego :),0
ciekawe czy faktycznie jest taki zakład bo jeśli tak to nieźle XD,0
"@anonymized_account Hehe, do gazu, hehe jeszcze jakieś emotikony wrzuć",1
"Qrwa!! I niech mi nikt nie mówi, że czary to jakiś zabobon!! Chłopaki mają sztywne nogi!",0
"Od 01.10.2018 każde sprawozdanie finansowe w formie elektronicznej, zgodne ze strukturą jpk",0
Na TVP Kraków padła właśnie informacja że rozmowy z potencjalnym kupcem Wisły przełożony z dziś na jutro.,0
RT @anonymized_account Na TVP Kraków padła właśnie informacja że rozmowy z potencjalnym kupcem Wisły przełożony z dziś na jutro.,0
@anonymized_account NIECH JESZCZE DADZĄ LEKTORA I NA GŁÓWNA POSTAĆ MÓWIĄ NADZIEJA,0
RT @anonymized_account @anonymized_account NIECH JESZCZE DADZĄ LEKTORA I NA GŁÓWNA POSTAĆ MÓWIĄ NADZIEJA,0
"@anonymized_account Nie no ludzie, żeby robić artykuł na temat jednego tweeta ?...",0
"@anonymized_account Jak powiem, że pierwsze słysze, to będzie kompromitacja czy nie? 😄",0
"@anonymized_account Usuń konto, wytrzeźwiej buduj od nowa",0
"@anonymized_account @anonymized_account @anonymized_account Sekta, cha, cha, cha, obudź się z hipnozy, jesteś bolszewikiem",1
Nie wstanę kurde nie ma opcji,0
"@anonymized_account @anonymized_account Spokojnie, u mnie też Kaczarawa na kapitanie + Cvijanović :)",0
"niech ładny chłopiec z kręconymi włosami do mnie napisze: jutro, zaraz, teraz",0
"RT @anonymized_account niech ładny chłopiec z kręconymi włosami do mnie napisze: jutro, zaraz, teraz",0
"@anonymized_account im ktoś gorzej widzi, dłużej musi czekać, choć ten, który widzi lepiej, dłużej poradzi sobie bez okularów. 😨",0
"@anonymized_account Oj, no to powodzenia! Co tam będziesz musiała robić? 🤭",0
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Chyba nie, Marcin mówił coś o '89.",0
"@anonymized_account Przeczytaj mojego kolejnego twitta to zobaczysz, że nie umknęło i co sądze o poziomie tego meczu.",0
"@anonymized_account Tylko nie w dupę, to dla niektórych z nich byłaby przyjemność.",0
@anonymized_account @anonymized_account Widać chcą wiecej polskich mord gotujacych koninę,0
@anonymized_account No to jak się przegrywa cały czas to lepiej przestać grać :),0
"@anonymized_account @anonymized_account @anonymized_account Widzę, że sami się znajdują.",0
@anonymized_account Napewno mam niezaktualizowanego może dlatego,0
"@anonymized_account @anonymized_account Smokowski mówił że Wisła ma piłkarzy 3 sortu, a Wieszczycki deprecjonował dobrą prace Kiko",0
"więc zaczynam oglądać Do wszystkich chłopców, których kochałam bo wszyscy o tym mówią i aż chcę to sprawdzić",0
"@anonymized_account Ban,ban i jeszcze raz ban! Co za prymitywne dno!",0
"@anonymized_account @anonymized_account Jasne, bo debile oglądający tvpis płaczą tylko na m jak miłość",1
@anonymized_account @anonymized_account @anonymized_account W stop klatkach widać ze jak by to było po stronie drugiej (legi) to karny by był,0
Zdrady stanu to Donald Tusk dopuścił się już w 2010 r kiedy dodał Rosjanom śledztwo w sprawie katastrofy smoleńskiej.,1
@anonymized_account Na marginesie jestem córką biskupa,0
@anonymized_account Przejdzie historii: jak tworzyć kłamstwo w dobie powszechnego dostępu do informacji,0
@anonymized_account Od ok 8 lat używam kolejnych modeli HTC i nigdy mnie nie zawiodły.,0
@anonymized_account @anonymized_account Ty się oszuście i kłamco od nas odpierdol. My sobie damy radę bez twoich kłamstw,1
@anonymized_account @anonymized_account @anonymized_account odważne słowa jak na legioniste! 😂😂😂,0
@anonymized_account @anonymized_account Załatwi to jedno głosowanie w sejmie i żadne demonstracje nie będą miały na to wpływu.,0
@anonymized_account @anonymized_account @anonymized_account Krzyż celtycki w Irlandii debilu ma kompletnie inne znaczenie niż u neofaszystów.,0
"@anonymized_account Coś w tym jest,bo ja też😁😁😁. I jeszcze bym dodał Dominisię W. której infantylizm mnie totalnie osłabia.",0
@anonymized_account @anonymized_account Gdzie oni znajdują takich dupków,0
"mój stres zaczął się stresować swoim własnym stresem, które również się stresuje ja pierdole dość",0
"RT @anonymized_account mój stres zaczął się stresować swoim własnym stresem, które również się stresuje ja pierdole dość",0
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account dojdzie Brlek, Stilić wróci do formy, obcokrajowcy się zaaklimatyzują i bedzie dobrze💪",0
@anonymized_account @anonymized_account @anonymized_account Brawo grzechu za Twój powrót do żywych\n W Rosji pokaż swoją moc,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account Wonder!! Chyba cię....😁😁😁😁😁.No dobra. Na jaki?😁😁😁,0
"@anonymized_account Ja mam uczulenie na dobrą zmianę, ale to dłuższa historiac",0
"@anonymized_account Różnicy nie ma, bo pisali wtedy, że nie można zsyłać zawodników do rezerw ;P",0
@anonymized_account Żal ci biedaku??? Gdyby nie Kaczyński to by je twoi przyjaciele z PO rozkradl,1
RT @anonymized_account @anonymized_account Żal ci biedaku??? Gdyby nie Kaczyński to by je twoi przyjaciele z PO rozkradl,1
Dobry dzień na przypomnienie sobie genezy gwiazdek na fladze #UE #deklaracjaRzymska,0
"Sekta kurwa, jakaś niepojęta radość, każde konto pisdzielskie tylko o jednym",1
"@anonymized_account @anonymized_account Nie wierzę, bez zaświadczenia od proboszcza?",0
@anonymized_account I chyba wtedy byś niezaprzeczyla?,0
@anonymized_account Tak naprawdę czy będziemy w spadkowej czy mistrzowskiej to i tak czekają nas sparingi.,0
"@anonymized_account Jebać, jebać, nic się nie bać.",1
"@anonymized_account Jakiej pracy, ty już pajacu nie wiesz na czym się lansować. Sejm nie pracuje.",1
Kilogramy rozmnażają się przez pączkowanie 😣😖\n#TłustyCzwartek,0
@anonymized_account @anonymized_account Nie działają i lepiej działać szybko bo klienci nie maja dostępu do środków na kontach,0
@anonymized_account @anonymized_account @anonymized_account jutro walczycie ? Normalnie rycerze ! A gdzie byliście wcześniej ? A zapomniałem że nie o L chodziło,0
"@anonymized_account Ale to głupie, rdzennie głupie, bardziej głupie już być nie może",0
@anonymized_account Szczególnie Vestenicky.Podczas wypożyczenia nic nie pokazał a go wykupili za 500 tys euro 😂👏,0
@anonymized_account Już się boję. Postraszy mnie Pan kolegami narodowcami?,0
@anonymized_account Co nie było blisko? Bo nie rozumiem.,0
@anonymized_account @anonymized_account A od kiedy komentatorzy na Sky to wyrocznia?,0
@anonymized_account @anonymized_account Nazwisko tego babska😁😁😁😁. Bo Wczoraj był na MO😁😁😀,0
"@anonymized_account Zbiera się do kontrataku, dla swojego pryncypala pójdzie w bój, patrityczna dusza,  co nie @anonymized_account ?",0
@anonymized_account a w kolejnych fajnie jakby grał na lewej za Sadloka @anonymized_account,0
@anonymized_account byłem w pracy ale zaraz odpalam meczyk na yt.Dzięki za walke !!!!:),0
@anonymized_account @anonymized_account jakie 0 motywacji ? Jest chyba różnica mieć medal albo go niemieć,0
@anonymized_account Niby nie macie czy niby nie mit? 😂😂,0
@anonymized_account Ja bym był ostrożny😁😁😁A jak ma na imię?,0
@anonymized_account @anonymized_account @anonymized_account Tak to jest jak ktoś nie wie do którego lekarza iść najpierw.,0
"@anonymized_account @anonymized_account No nie dziwie się w sumie. Dobrze, że tylko raz dzwonił",0
@anonymized_account @anonymized_account Wasz świat? To się w nim zamknijcie i nie wystawiajcie nosa.,0
@anonymized_account @anonymized_account Przyjaciół to niech on sobie szuka za swoje prywatne pieniądze. I niech robi z siebie idiotę na własny rachunek.,0
imagine sie komus podobac??? ze ktos sie stara o TWOJA uwage??? can’t relate,0
RT @anonymized_account imagine sie komus podobac??? ze ktos sie stara o TWOJA uwage??? can’t relate,0
@anonymized_account @anonymized_account @anonymized_account a Portugalia jak zagrała ?,0
"Pierwsze zdanie: \""Paczka papierosów kosztuje 4 miliardy marek\"".\n#JajoWęża teraz na @anonymized_account",0
@anonymized_account @anonymized_account No to tym bardziej :),0
@anonymized_account Ja przynajmniej mam profilowe i nie chowam się za awatarem. Ale bohaterów MW na to nie stać i w sumie nic w tym dziwnego.,0
@anonymized_account Czego się spodziewać po członku żydowskiego amerykańskiego lobby. Lata na kolanach przed żydami zrobiło swoje.,1
RT @anonymized_account @anonymized_account Czego się spodziewać po członku żydowskiego amerykańskiego lobby. Lata na kolanach przed żydami zrobiło swoj…,1
@anonymized_account Co ty człowieku pijesz z rana?,0
@anonymized_account @anonymized_account pewnie narządy też wkrótce sprzeda :D,0
@anonymized_account w zeszłym sezonie to samo pisałeś ?,0
"Picie to przyszłość, piękna i nieznana, szukajcie zapomnienia, próbujcie różnych trunków, łączcie środki psychoaktywne, powodzenia",1
@anonymized_account Ale ty jesteś żenujący. Dno metr mułu.,1
"@anonymized_account spoko, nigdy nie daje unfollow aktywnym ludziom, tylko tym, którzy nie piszą nic od miesięcy albo dali mi unfollow",0
"\""- Co to jest tajmlajn na fejsie?\n- Zmarszczki\"".",0
@anonymized_account może trzeba chłopaków na crossfit zabierać ?:),0
"@anonymized_account znacznie bliżej jest mi muzułmanin  czy indus, niż katolicka, łysa swołocz ze wschodu europy, do tego rasistowska",1
Dzisiaj o 18.00 Strefa Kibica w Radiu Akadera. Zapraszamy.,0
@anonymized_account Nie powinno być źle o ile się utrzymamy :P,0
@anonymized_account Spokojnie trzeba ta porażkę wziąść na klatę mecz się tak ułożył nie inaczej napewno gorsi dużo my niebyli.,0
@anonymized_account Ale się cieszą. Wreszcie koniec i będzie można wypić te.zapasy z plecaka.,0
"@anonymized_account @anonymized_account Ofertę przedłużenis kontraktu ponoć dostał od Wisły, ale jej nie zaakceptował.",0
Dziś o godz. 20:00 Prezydent RP wygłosi orędzie.,0
RT @anonymized_account Dziś o godz. 20:00 Prezydent RP wygłosi orędzie.,0
@anonymized_account myślałem że się przychodzi na stadion dla drużyny a nie na poszczególnych piłkarzy,0
@anonymized_account kibicom chodzi raczej o postawe dziennikarzy a nie klubu.,0
"@anonymized_account @anonymized_account Nie trzeba Algierczyków, wystarczy kilku polskich katechetów.",0
"@anonymized_account Barcelona z Messim (ta obecna) by taki mecz wygrała 1:0, albo jakiś Suarez by coś wcisnął :P",0
"@anonymized_account @anonymized_account TW Wolfgang, TW Faraon i TW Rycerz,TW Balbina, TW Michał \nKto mieczem wojuje, ten od pochwy ginie",0
@anonymized_account @anonymized_account Zgadza się ale przecież nas niestac żeby komin płacowy zacząć od.carlitosa,0
"@anonymized_account @anonymized_account @anonymized_account Low kick, kolano łokieć, blacha na czoło i stara leży",1
"@anonymized_account Niestety obrazki będą też zielone, czarne i brunatne.",0
Ktoś założył fejkowe konto i ogląda WSZYSTKIE moje story,0
"@anonymized_account @anonymized_account Życie, zdarza się. Jednak od takiego rzutu wolnego do gola droga dość daleka.",0
@anonymized_account a wydanie 500 tys euro gdy się nie ma pieniędzy nie jest strzałem w kolano ?,0
"@anonymized_account Wio endekdu, ścierwa, zdrajcy, szubienica",1
"@anonymized_account nie dziwie się, to było dość cwane :)",0
@anonymized_account Raczey! Jutro będzie jej odczytywane przez cały dzień ;-),0
"@anonymized_account Kto będzie pił te mleko, gdzie będą jeździły tiry, meble, okna ty maly kogucie",0
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Nie myli się tylko ten, co nic nie robi.",0
Mama będzie mi obcinać włosy boje się,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account No to muszą ci nieźle płacić za wierszówki.,0
@anonymized_account czy masz info jakie obecnie Ondrasek ma zarobki w Wiśle?,0
@anonymized_account Jaka kwota wykupienia go po roku??,0
@anonymized_account @anonymized_account @anonymized_account Dla kogo pracował? Nie przy śniadaniu bo się udławić można z wrażenia. Poproszę 5 przykładów zatem.,0
"@anonymized_account @anonymized_account @anonymized_account Widzę, że dalej nie rozumiesz. No nic idę oglądać LM. Pozdro.",0
"@anonymized_account @anonymized_account jeśli masz TV włączony od 8:00 do 1:00, a reklama pojawia się 3 x na godzinę, po 2 mies. jesteś na granicy obłędu.",0
@anonymized_account @anonymized_account A co o włoskich faszystach i węgierskich nacjonalistach?,0
@anonymized_account @anonymized_account Dojenie kasy przez rząd\nKompromitacja Morawieckiego w Niemczech\nKaczyński twórca państwa Polskiego w 2016 roku,0
@anonymized_account Jeszcze w nastepnej kolejce pewnie jakis piątek,0
@anonymized_account @anonymized_account i oczywiście było pytanie czy nie boi się o przyszłość Wisły 😂 przechodzicie samych siebie,0
"@anonymized_account no ja właśnie to samoXD znaczy wiem ze Emre wbija często, bo jego żona jest polką ale no",0
"@anonymized_account Nic nie mogą. Ale ich brak może spowodować, że strajkujący szybciej się z Sejmu wyniosą.",0
@anonymized_account @anonymized_account @anonymized_account Przecież jak go zamkną to o czym ty będziesz pisał ? Twoje życie straci sens...,0
@anonymized_account @anonymized_account To zaraz porobie screeny od momentu od którego jest zablokowane :),0
"@anonymized_account Ktoś przestał słodzić, ktoś kto dużo słodził",0
"@anonymized_account @anonymized_account @anonymized_account No to po co się zgodził na klauzule dopiero po zakończeniu przyszłego sezonu, a nie od razu ?",0
"@anonymized_account Jest to prawda. Ale MSZ powinien. On pewnie myślał, że jest w Pisowskiej Polsce i wszystkoi wolno.😀😀😀",0
@anonymized_account delikatnie nie po drodze :D,0
@anonymized_account @anonymized_account No to 0:0 murowane (bo mam też ludzi z Cracovii),0
"@anonymized_account Może ogłuszyły go te korki od szampanów, które strzelały po podpisaniu kontraktu Sadloka z Jagiellonią ?",0
"Panie i panowie, totalna porażka @anonymized_account w miastach. \nT O T A L N A \nTo bardzo ważny znak.",0
"RT @anonymized_account Panie i panowie, totalna porażka @anonymized_account w miastach. \nT O T A L N A \nTo bardzo ważny znak.",0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account ręce opadaj że takich rzeczy ludzie związani z futsalem nie wiedzą.,0
@anonymized_account @anonymized_account Przeczytałem wszystko. Fantastycznego ma Pani Dziadka!,0
"@anonymized_account Na wszystko masz odpowiedź, żyłeś w tych czasach?",0
@anonymized_account @anonymized_account Mr. Czarnecki. To nie hipokryzja tylko zwykła ludzka przyzwoitość. Widać że niektórym obce takie  odruchy.,0
Diego Maradona - Robbie Williams 2:1.,0
@anonymized_account @anonymized_account @anonymized_account Ja nie byłbym taki pewny,0
@anonymized_account patrząc kogo biorą to mam wątpliwości czy nie chcą do 1 ligi (nie licząc Marciniaka),0
"@anonymized_account To było dawno, jeszcze nie znali fotoszopa",0
"@anonymized_account @anonymized_account Maly murzyn, silny i zdrowy",1
.@anonymized_account pojawił się na TT. To konto to nie fejk. \nDołączajcie :) 💪,0
RT @anonymized_account .@anonymized_account pojawił się na TT. To konto to nie fejk. \nDołączajcie :) 💪,0
"W programie Igrzyska wolności w Łodzi śpiewanie pieśni rewolucyjnych,i piosenek z serialu,4 pancerni i pies.",0
@anonymized_account no i w końcu widzę uśmiech :),0
@anonymized_account Jeszcze was zjemy i wysramy,1
@anonymized_account lepszy argument to że ktoś go nie chce bo go nie lubi,0
"@anonymized_account @anonymized_account Tylko że ten prostak sie nabijał, szydził tak jak ze śmierci Piotra S.",0
@anonymized_account Qwa! Wypiłem kawę przed chwilą.Bardzo dobra kawę.Nie chcę jej zwracać. A swoją drogą to świetny środek na wywołanie wymiotów.,0
"Wchodzę w powiadomienia a tu nic, już na 4 tt odpisałem, zaraz wyjebią bana",0
@anonymized_account nataliethere_ oddam szybciutko z powiadomień,0
@anonymized_account Tak tak jeszcze ktoś w to uwierzy,0
@anonymized_account @anonymized_account @anonymized_account Tez musze trzymać poziomo tel czytając ten artykuł,0
@anonymized_account @anonymized_account @anonymized_account Czasy kiedy zacząłem interesować się piłką i Wisłą 😍,0
@anonymized_account Wy narobiliscie 30miliardow dlugow za waszych rzadow #oddajciekase,0
RT @anonymized_account @anonymized_account Wy narobiliscie 30miliardow dlugow za waszych rzadow #oddajciekase,0
@anonymized_account Czy @anonymized_account gotów na taką kolej rzeczy?,0
"@anonymized_account Tak jak pisdzielstwo ośmiesza policjantów , to już, nikt, nigdy bardziej nie będzie",1
"@anonymized_account A kiedy przestanie wydawać mln na swoich ochroniarzy, tylko zacznie leczyć u psychiatry swoją manię prześladowczą?",1
"@anonymized_account Pierwszy priorytet zadowolić Jarkacza, drugi priorytet ssać kasę wszystkimi otworami,  mają rozdwojenie jaźni",1
@anonymized_account Huj z wami dziennikarzami. Piłka nożna dla kibiców a nie pseudo dziennikarzy.,1
@anonymized_account E tam! To z miłości do Łodzi😁. I przyjdzie do PiS😁😁,0
"@anonymized_account A ja, ze coś znowu zepsułam xd",0
"Czemu jak zawsze się o kogoś martwię to ja dostaje po dupie, i mean nie wiem",0
"@anonymized_account kiedy wyjeżdżasz? ja w piątek, co prawda już drugi rok ale moja rodzina nadal reaguje tak samo",0
"@anonymized_account @anonymized_account @anonymized_account Ograniczyłbym to do \""Byle nie Ufa\"" :)",0
"@anonymized_account @anonymized_account Święta racja, ale zapytaj Jurgiela o notatki, on wie co spierdolił. Będzie łatwiej.",1
@anonymized_account @anonymized_account Szczególnie wielka strata za Smoleńsk,0
@anonymized_account @anonymized_account @anonymized_account @anonymized_account daj znać @anonymized_account o  zdjecie blokady,0
"@anonymized_account @anonymized_account Myślę, że po info o konferencji wielu osobom to przychodzi do głowy.",0
@anonymized_account Koniecznie! Zapraszamy na spacer z kawką 😃,0
"@anonymized_account błąd logiczny, te pieniądze kiedyś były wasze, teraz już sa nasze i nic wam do tego towarzyszu",0
"RT @anonymized_account @anonymized_account błąd logiczny, te pieniądze kiedyś były wasze, teraz już sa nasze i nic wam do tego towarzyszu",0
"@anonymized_account Zależy jak na to spojrzeć. Z jednej strony akredytacja, z drugiej wyjazd za swoje $$$ 😉",0
@anonymized_account @anonymized_account albo wygrywali 1:0 z Barceloną,0
@anonymized_account @anonymized_account tylko nie Załuska.Nie potrzeba nam takich piłkarzy bez ambicji.,0
"@anonymized_account @anonymized_account Nic specjalnego. Można się domyślać, że pewnie pójdzie na wypożyczenie.",0
